ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
79167,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,Primary/elementary school,25 - 34 years,Coding Bootcamp,Less than 1 year,Less than 1 year,"Developer, mobile;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Data scientist or machine learning specialist;Developer, back-end;Academic researcher;Database administrator;Scientist;Student;Developer, QA or test;Developer, game or graphics;Developer, embedded applications or devices;DevOps specialist;Data or business analyst;Designer;Engineering manager;Engineer, site reliability;System administrator;Product manager;Senior Executive (C-Suite, VP, etc.);Educator","Just me - I am a freelancer, sole proprietor, etc.",XDR	SDR (Special Drawing Right),,Monthly,APL,,Cassandra,,AWS,,Angular,,.NET Framework,,Ansible,,Android Studio,,Windows Subsystem for Linux (WSL),Meditate;Visit another developer community (please name):,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,25-34 years old,Man,No,Prefer not to say,"Or, in your own words:",None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Easy,
79923,I code primarily as a hobby,"Student, full-time",Philippines,,,Some college/university study without earning a degree,5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification",12,,,,,,,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;Python;SQL,Assembly;C++;PHP;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL,SQLite,AWS,,Angular.js;Drupal;jQuery;React.js;Vue.js,,,,Docker;Git;Yarn,Unity 3D;Unreal Engine,Eclipse;Vim;Visual Studio;Visual Studio Code,,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Multiple times per day,No,,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
79965,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media",5,3,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;System administrator",100 to 499 employees,PHP	Philippine peso,,Yearly,C#;HTML/CSS;Java;JavaScript;PHP;SQL,,MariaDB;Microsoft SQL Server;MySQL;Oracle,,Microsoft Azure,,jQuery;Laravel,,.NET Framework;.NET Core / .NET 5,Flutter,Docker;Xamarin,Docker;Xamarin,Android Studio;Eclipse;Visual Studio;Visual Studio Code,Android Studio;Eclipse;Visual Studio;Visual Studio Code,Windows,Google it,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Too long,Neither easy nor difficult,
79969,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media",10,3,"Developer, full-stack;Engineer, data;Data or business analyst",500 to 999 employees,PHP	Philippine peso,,,C#;SQL,C#;Dart;Python;SQL;Swift,Microsoft SQL Server,Microsoft SQL Server;PostgreSQL,,,ASP.NET;jQuery,ASP.NET Core ;Django;Vue.js,.NET Framework,.NET Core / .NET 5;Flutter;React Native,,,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,No,,"No, not really",Yes,18-24 years old,Man,No,,Southeast Asian,None of the above,I have a concentration and/or memory disorder (e.g. ADHD);I have an anxiety disorder,Appropriate in length,Easy,
80142,I am a student who is learning to code,"Not employed, but looking for work",Philippines,,,Primary/elementary school,11 - 17 years,Other (please specify):,3,,Student,,,,,C#;C++;HTML/CSS;JavaScript;Node.js;Python,C#;C++;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript,,,Google Cloud Platform;Heroku,Google Cloud Platform;Heroku,Express;Flask;jQuery,Angular.js;Express;jQuery;React.js,NumPy;TensorFlow,Cordova;NumPy;TensorFlow,Git,Git,Notepad++;Vim;Visual Studio Code,Android Studio;Eclipse;Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later;Meditate;Play games,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,Under 18 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
80193,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Colleague;Books / Physical media",14,4,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;DevOps specialist",100 to 499 employees,PHP	Philippine peso,,,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL;TypeScript,Bash/Shell;Crystal;Dart;Go;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;Rust;Swift;TypeScript,DynamoDB;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL,DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;Redis;SQLite,Google Cloud Platform;Heroku,AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure,Angular;Express;jQuery;Laravel;React.js;Symfony;Vue.js,Angular;Django;Express;Flask;Gatsby;Laravel;React.js;Ruby on Rails;Svelte;Symfony;Vue.js,Cordova;React Native,Apache Spark;Cordova;Flutter;React Native;TensorFlow;Torch/PyTorch,Ansible;Docker;Git;Yarn,Ansible;Chef;Deno;Docker;Flow;Git;Puppet;Terraform;Yarn,Vim;Visual Studio Code,Android Studio;Emacs;Vim;Visual Studio;Visual Studio Code;Xcode,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Too long,Easy,
80218,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",7,3,"Developer, front-end;Developer, back-end;System administrator","5,000 to 9,999 employees",PHP	Philippine peso,15000.0,Monthly,HTML/CSS;JavaScript;Node.js;PHP;SQL,HTML/CSS;JavaScript;Node.js;PHP;SQL,Microsoft SQL Server,Microsoft SQL Server,Heroku,AWS;Heroku,jQuery,Angular;Angular.js;Laravel;React.js,,,Git,Git,Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,I have an anxiety disorder,Appropriate in length,Easy,3552.0
80283,I am a student who is learning to code,"Not employed, but looking for work",Philippines,,,Some college/university study without earning a degree,18 - 24 years,Coding Bootcamp;School;Online Courses or Certification,2,,"Developer, front-end;Student;Designer",,,,,C;Objective-C;PHP;SQL,C#;TypeScript,Firebase;MongoDB;MySQL,,Heroku,AWS;Google Cloud Platform;IBM Cloud or Watson,jQuery;React.js,Angular.js;Drupal;Laravel;Vue.js,,,Git;Yarn,Docker;Git;Unity 3D;Unreal Engine;Yarn,Atom;NetBeans;Sublime Text,Sublime Text;Visual Studio,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Panic,Stack Overflow,Multiple times per day,No,,Neutral,No,18-24 years old,Man,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
80326,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,9,3,"Developer, front-end;Academic researcher;Scientist;Developer, embedded applications or devices",100 to 499 employees,PHP	Philippine peso,36000.0,Monthly,HTML/CSS;JavaScript;Node.js;Python;SQL,Rust;TypeScript,MySQL;PostgreSQL;SQLite,MariaDB;MongoDB,Heroku,AWS,Django;Express;React.js,Angular.js;Vue.js,NumPy;Pandas;Qt;TensorFlow;Torch/PyTorch,React Native,Docker;Git,,Visual Studio;Visual Studio Code,Android Studio;Eclipse;IntelliJ,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,,No,Straight / Heterosexual,Southeast Asian,None of the above,Prefer not to say,Appropriate in length,Neither easy nor difficult,8532.0
81602,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Colleague;Books / Physical media,5,7,"Developer, front-end","10,000 or more employees",PHP	Philippine peso,115000.0,Monthly,JavaScript;TypeScript,,Microsoft SQL Server;MySQL;Oracle,,,,Angular,,,,Git,,Visual Studio Code,,Windows,Visit Stack Overflow;Google it,Stack Overflow,A few times per week,Yes,A few times per month or weekly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,27252.0
81958,I am a student who is learning to code,"Student, part-time",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",6,,,,,,,C;C#;C++;HTML/CSS;Java;Python,Assembly;Rust,Microsoft SQL Server,Oracle,,,jQuery,Angular.js,.NET Framework;Qt,.NET Framework;Qt,Unity 3D;Unreal Engine,Unity 3D;Unreal Engine,Atom;Sublime Text;Visual Studio;Visual Studio Code,Atom;Sublime Text;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,Multiracial;Southeast Asian,I am blind / have difficulty seeing,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Easy,
82007,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Coding Bootcamp;Online Courses or Certification,14,13,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, embedded applications or devices",500 to 999 employees,HKD	Hong Kong dollar,,Monthly,HTML/CSS;Java;JavaScript;Python;Scala;SQL;Swift,HTML/CSS;Java;JavaScript;Python,Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;IBM DB2;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;Oracle;PostgreSQL;Redis,AWS;DigitalOcean;Google Cloud Platform;Heroku,AWS;Google Cloud Platform,Angular;Angular.js;Django;Drupal;jQuery;React.js;Spring;Vue.js,jQuery;React.js;Spring,React Native,Flutter;Hadoop;React Native,Chef;Docker;Git;Puppet,Docker;Git;Kubernetes,Android Studio;Atom;Eclipse;Emacs;IntelliJ;NetBeans;Notepad++;Sublime Text;Vim;Visual Studio;Visual Studio Code,Android Studio;Atom;Eclipse;Vim;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",No,35-44 years old,Man,No,,Southeast Asian,None of the above,None of the above,Too long,Neither easy nor difficult,
82008,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",20,14,"Developer, full-stack;DevOps specialist;System administrator",20 to 99 employees,PHP	Philippine peso,140000.0,Monthly,Java;Node.js;Python;TypeScript,Node.js;Python;TypeScript,DynamoDB;MongoDB;MySQL;Redis,DynamoDB;Firebase;MongoDB;MySQL;Redis,AWS,AWS;Google Cloud Platform;Microsoft Azure,Express;Laravel;Vue.js,Express,,,Docker;Git,Docker;Git,PyCharm;Visual Studio Code,PyCharm;Visual Studio Code,MacOS,Call a coworker or friend;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,33180.0
82056,I code primarily as a hobby,"Not employed, and not looking for work",Philippines,,,Primary/elementary school,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",3,,,,,,,Python,HTML/CSS;JavaScript;Python,,,,,,,,,Git,Git,Visual Studio Code,Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,Multiple times per day,No,,"Yes, somewhat",Yes,Under 18 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),,Easy,
82266,I code primarily as a hobby,"Student, full-time",Philippines,,,Primary/elementary school,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",1,,,,,,,C++,C++;Java,,,,,,,,,,,,,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,No,,"No, not really",No,Prefer not to say,Prefer not to say,No,,Prefer not to say,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
82345,I code primarily as a hobby,"Student, full-time",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc)",2,,,,,,,C#,HTML/CSS;JavaScript;Python,,,,,ASP.NET;ASP.NET Core ,,.NET Framework;.NET Core / .NET 5,,,,Visual Studio;Visual Studio Code,,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games;Panic,Stack Overflow,A few times per week,No,,"No, not really",No,Under 18 years old,Man,No,Straight / Heterosexual;Prefer to self-describe:,Southeast Asian,,"Or, in your own words:",Appropriate in length,Neither easy nor difficult,
82558,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum",9,6,"Developer, mobile",20 to 99 employees,PHP	Philippine peso,50000.0,Monthly,Dart;Python;Swift,Dart;Python;Swift,Firebase,Firebase,,,,,Flutter,Flutter,Git,Git,Android Studio;Sublime Text;Xcode,Android Studio;Sublime Text;Xcode,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos;Play games;Other (please specify):,Stack Overflow,Multiple times per day,No,,"No, not really",Yes,25-34 years old,Man,No,Prefer to self-describe:,Southeast Asian,None of the above,I have a concentration and/or memory disorder (e.g. ADHD);I have an anxiety disorder,Too long,Easy,11856.0
82646,I am a student who is learning to code,"Student, part-time",Philippines,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",3,,,,,,,C++;HTML/CSS;PHP;SQL,C;C#;Java;JavaScript;Python,Firebase;MySQL,Firebase;IBM DB2;MariaDB;Microsoft SQL Server,Google Cloud Platform,,jQuery,FastAPI;jQuery,,,,,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Panic;Visit another developer community (please name):,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Woman,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
